review_id,texto_review,sentimento
8176,"analisei preço, qualidade e facilidade de uso antes de escolher a locadora de veículos. mesmo assim, a experiência foi ruim pq as informações foram contraditórias e o prazo nao foi cumprido. solicitei a devolução.",negativo
8177,Péssima experiência com o fone de ouvido.,negativo
8178,"Pesquisei bastante antes de escolher o serviço de manutenção. Após comparar preço, qualidade e facilidade de uso, a experiência foi muito boa porque a equipe corrigiu o problema e ainda explicou como evitar novamente. Foi uma ótima escolha.",positivo
8179,"No começo a geladeira pareceu funcionar bem, mas pouco depois não corresponde às medidas nem às características anunciadas. Solicitei a devolução.",negativo
8180,Minha experiência com a câmera foi exelente. os recursos são úteis e fáceis de configurar. Valeu cada centavo.,positivo
8181,"Eu esperava uma experiêcia razoável com o micro-ondas, mas o resultado superou minhas expectativas. a qualidade ficou acima do que eu esperava. Compraria novamente.",positivo
8182,"No começo o módulo de vidro pareceu funcionar bem, mas pouco depois o acabamento é frágil e começou a soltar. Não vale o preço cobrado.",negativo
8183,"houve um pequeno atraso, mas isso nao prejudicou minha avaliação de o sofá. veio com todos os acessórios e o manual estava claro. no geral, fiquei mto satisfeito.",positivo
8184,"Analisei preço, qualidade e facilidade de uso antes de escolher o jogo de tabuleiro. Mesmo assim, a experiência foi ruim porque não corresponde às medidas nem às características anunciadas. Não compraria novamente.",negativo
8185,"Se alguém me perguntar sobre o roteador, minha resposta será positiva. os recursos são úteis e fáceis de configurar. Foi uma ótima escolha.",positivo
8186,Minha experiência com o serviço de hospedagem foi péssima. o atendimeto foi grosseiro e pouco interessado. Não compraria novamente.,negativo
8187,"Se alguém me perguntar sobre o carregador, minha resposta será positiva. a instalação foi simples e tudo funcionou de primeira. Minha avaliação é muito positiva.",positivo
8188,não posso recomendar o módulo de alarme. o desempenho é lento e instável. não atendeu ao que foi prometido.,negativo
8189,"Depois de duas semanas usando a plataforma de streaming, posso dizer que fiz uma ótima escolha: o processo foi simples, rápido e bem explicado. Recomendo sem receio.",positivo
8190,"SE ALGUÉM ME PERGUNTAR SOBRE O FONE DE OUVIDO, MINHA RESPOSTA SERÁ NEGATIVA. O MANUAL É CONFUSO E A CONFIGURAÇÃO NÃO FUNCIONA. FIQUEI MUITO DECEPCIONADO.",negativo
8191,"A propaganda sobre o capacete é ótima; a experiêcia real, infelizmente, não foi. produz ruídos estranhos e esquenta além do normal.",negativo
8192,"pesquisei bastante antes de escolher o mouse. após comparar preço, qualidade e facilidade de uso, a experiência foi muito boa porque funciona com rapidez e sem apresentar falhas. minha avaliação é muito positiva.",positivo
8193,estou realmente contente com o sofá. o acabamento é mto bom e parece resistente. foi exatamente o tipo de resultado que eu procurava.,positivo
8194,Não posso recomendar o ventilador. o desempenho é lento e instável. Fiquei muito decepcionado.,negativo
8195,Minha experiência com a operadora de celular foi exelente. a equipe corrigiu o problema e ainda explicou como evitar novamente. Atendeu plenamente ao que eu precisava.,positivo
8196,Não posso recomendar o jogo de tabuleiro. a qualidade é bem inferior ao que aparece no anúncio. Não recomendo.,negativo
8197,"no começo o fone de ouvido pareceu funcionar bem, mas pouco depois não corresponde às medidas nem às características anunciadas. fiquei muito decepcionado.",negativo
8198,"nao foi perfeito em todos os detalhes, porém os pontos positivos de o hotel pesaram mto mais. o aplicativo permaneceu estável e fácil de usar.",positivo
8199,"Eu esperava que a oficina fosse excelente, mas acabou sendo uma grande decepcao. o profissional chegou atrasado e deixou o servico incompleto. Fiquei muito decepcionado.",negativo
8200,"A propaganda sobre a mochila é ótima; a experiência real, infelizmente, não foi. a qualidade é bem inferior ao que aparece no anúncio.",negativo
8201,"No começo o colchão pareceu funcionar bem, mas pouco depois o desempenho é lento e instável. Minha avaliação é negativa.",negativo
8202,"Depois de um mês usando o notebook, posso dizer que fiz uma ótima escolha: a relação entre preço e qualidade vale muito a pena. Fiquei muito satifeito com o resultado.",positivo
8203,"confesso que achei que o ar-condicionado seria ruim, mas me surpreendeu positivamente. o acabamento é muito bom e parece resistente. atendeu plenamente ao que eu precisava.",positivo
8204,Simplesmente perfeito! O cadeira gamer funcoina muito bem e o design é lindo.,positivo
8205,"Depois de alguns meses usando o serviço de entrega, os problemas ficaram evidentes: esperei muito tempo e ninguém resolveu minha solicitação. Foi dinheiro jogado fora.",negativo
8206,"No começo o micro-ondas pareceu funcionar bem, mas pouco depois apresenta travamentos e falhas durante o uso. Foi dinheiro jogado fora.",negativo
8207,"no começo o relógio pareceu funcionar bem, mas pouco depois o material parece barato e pouco resistente. foi dinheiro jogado fora.",negativo
8208,"analisei preço, qualidade e facilidade de uso antes de escolher o aplicativo de exercícios. mesmo assim, a experiência foi ruim pq a experiência foi desorganizada e cheia de etapas desnecessárias. nao vale o preço cobrado.",negativo
8209,Minha experiência com o livro foi péssima. a qualidade é bem inferior ao que aparece no anúncio. Fiquei muito decepcionado.,negativo
8210,"Não foi perfeito em todos os detalhes, porém os pontos positivos de a furadeira pesaram muito mais. depois de vários dias de uso continua funcionando perfeitamente.",positivo
8211,Não gostei do curso on-line; não recomendo. 😡,negativo
8212,"Depois de uma semana usando o SSD, posso dizer que fiz uma ótima escolha: a relação entre preço e qualidade vale muito a pena. Atendeu plenamente ao que eu precisava.",positivo
8213,"Depois de alguns meses usando a assistência técnica, posso dizer que fiz uma ótima escolha: fui atendido rapidamente e resolveram tudo na primeira tentativa. Atendeu plenamente ao que eu precisava.",positivo
8214,"se alguém me perguntar sobre o serviço de internet, minha resposta será positiva. o processo foi simples, rápido e bem explicado. a experiência mereceu cinco estrelas.",positivo
8215,"Eu esperava uma experiência razoável com o serviço de entrega, mas o resultado superou minhas expectativas. o aplicativo permaneceu estável e fácil de usar. Foi uma ótima escolha. 👏",positivo
8216,"A propaganda sobre o tênis é ótima; a experiência real, infelizmente, não foi. faltaram peças e não consegui concluir a instalação.",negativo
8217,"Se alguem me perguntar sobre o modulo de vidro, minha resposta sera negativa. produz ruidos estranhos e esquenta alem do normal. Nao atendeu ao que foi prometido.",negativo
8218,"Eu queria muito gostar de a teleivsão, porém não corresponde às medidas nem às características anunciadas. Não vale o preço cobrado.",negativo
8219,"Eu queria muito gostar de o roteador, porém parou de funcionar depois de poucos dias. Minha avaliação é negativa.",negativo
8220,"Depois de três dias usando o teclado, posso dizer que fiz uma ótima escolha: chegou bem embalado e em perfeito estado. Atendeu plenamente ao que eu precisava.",positivo
8221,Estou realmente contente com a jaqueta. a relação entre preço e qualidade vale muito a pena. Foi exatamente o tipo de resultado que eu procurava.,positivo
8222,Minha experiência com o tênis foi péssima. a qualidade é bem inferior ao que aparece no anúncio. A experiência foi péssima. 😞,negativo
8223,"Analisei preço, qualidade e facilidade de uso antes de escolher o módulo de alarme. Mesmo assim, a experiência foi ruim porque o desempenho é lento e instável. Não recomendo.",negativo
8224,"Estou arrependido de ter escolhido o suporte téncico. prometeram retorno, mas nunca entraram em contato. Não era o resultado que eu esperava.",negativo
8225,"Se alguém me perguntar sobre a jaqueta, minha resposta será negativa. produz ruídos estranhos e esquenta além do normal. Precisa melhorar muito.",negativo
8226,Minha experiência com o aplicativo de exercícios foi excelente. minha solicitação foi acompanhada até a solução definitiva. Pode comprar sem medo.,positivo
8227,"No começo o ar-condicionado pareceu funcionar bem, mas pouco depois o manual é confuso e a configuração não funciona. Solicitei a devolução.",negativo
8228,Minha experiência com o sofá foi excelente. funciona com rapidez e sem apresentar falhas. A experiência mereceu cinco estrelas.,positivo
8229,"No começo a geladeira pareceu funcionar bem, mas pouco depois veio em uma embalagem danificada e com o produto avariado. Solicitei a devolução. 😡",negativo
8230,"se alguém me perguntar sobre a televisão, minha resposta será positiva. a bateria dura bastante e carrega rapidamente. valeu cada centavo.",positivo
8231,"se alguém me perguntar sobre o suporte técnico, minha resposta será negativa. o aplicativo trava e impede a conclusão das operações. minha avaliação é negativa.",negativo
8232,MINHA EXPERIÊNCIA COM O SMARTWATCH FOI EXCELENTE. A BATERIA DURA BASTANTE E CARREGA RAPIDAMENTE. PODE COMPRAR SEM MEDO.,positivo
8233,Minha experiência com o serviço de internet foi excelente. a experiência foi organizada do início ao fim. Valeu cada centavo.,positivo
8234,"confesso que achei que o brinquedo seria ruim, mas me surpreendeu positivamente. os recursos são úteis e fáceis de configurar. fiquei mto satisfeito com o resultado.",positivo
8235,Não tenho do que reclamar sobre o celular. depois de vários dias de uso continua funcionando perfeitamente. Foi uma ótima escolha. 👍,positivo
8236,"se alguém me perguntar sobre o smartwatch, minha resposta será negativa. a entrega atrasou e ainda mandaram o modelo errado. foi dinheiro jogado fora.",negativo
8237,Minha experiência com a parafusadeira foi péssima. a qualidade é bem inferior ao que aparece no anúncio. Fiquei muito decepcionado.,negativo
8238,"Se alguém me perguntar sobre o liquidificador, minha resposta será negativa. o manual é confuso e a configuração não funciona. Não atendeu ao que foi prometido.",negativo
8239,"Não foi perfeito em todos os deatlhes, porém os pontos positivos de o mouse pesaram muito mais. o material é firme, confortável e bem construído.",positivo
8240,"Eu esperava que o teclado fosse excelente, mas acabou sendo uma grande decepção. a entrega atrasou e ainda mandaram o modelo errado. Não vale o preço cobrado.",negativo
8241,"Pesquisei bastante antes de escolher a plataforma de streaming. Após comparar preço, qualidade e facilidade de uso, a experiência foi muito boa porque o suporte respondeu com precisão e sem transferências desnecessárias. Continuarei usando com certeza.",positivo
8242,Não tenho do que reclamar sobre a cafeteira. a qualdiade ficou acima do que eu esperava. Minha avaliação é muito positiva.,positivo
8243,"eu esperava uma experiência razoável com o curso on-line, mas o resultado superou minhas expectativas. fui atendido rapidamente e resolveram tudo na primeira tentativa. valeu cada centavo.",positivo
8244,"Nao foi perfeito em todos os detalhes, porem os pontos positivos de o notebook pesaram muito mais. funciona com rapidez e sem apresentar falhas.",positivo
8245,"Se alguem me perguntar sobre a lampada inteligente, minha resposta sera negativa. precisei solicitar troca porque nao funcionou desde o primeiro uso. Minha avaliacao e negativa.",negativo
8246,"No começo o aplicativo bancário pareceu funcionar bem, mas pouco depois esperei muito tempo e ninguém resolveu minha solicitação. Solicitei a devolução.",negativo
8247,"se alguém me perguntar sobre a plataforma de streaming, minha resposta será negativa. o suporte encerrou o atendimento antes de resolver o problema. foi dinheiro jogado fora.",negativo
8248,Minha experiência com a cafeteira foi excelente. a resposta aos comandos é rápida e precisa. Valeu cada centavo.,positivo
8249,Não posso recomendar o serviço de garantia. o profissional chegou atrasado e deixou o serviço incompleto. Não recomendo.,negativo
8250,"Se alguém me perguntar sobre o curso on-line, minha resposta será negativa. houve cobrança inesperada e ninguém conseguiu explicar o motivo. Minha avaliação é negativa.",negativo
8251,"Se alguém me perguntar sobre o capacete, minha resposta será negativa. o acabamento é frágil e começou a soltar. Não vale o preço cobrado.",negativo
8252,"Não foi perfeito em todos os detalhes, porém os pontos positivos de o teclado pesaram muito mais. o acabamento é muito bom e parece resistente.",positivo
8253,Estou arrependido de ter escolhido o roteador. apresenta travamentos e falhas durante o uso. Não era o resultado que eu esperava.,negativo
8254,"Eu queria muito gostar de o serviço de internet, porém esperei muito tempo e ninguém resolveu minha solicitação. A experiência foi péssima.",negativo
8255,Nao posso recomendar o ventilador. o acabamento e fragil e comecou a soltar. Nao compraria novamente.,negativo
8256,"confesso que achei que o liquidificador seria ruim, mas me surpreendeu positivamente. o acabamento é muito bom e parece resistente. foi uma ótima escolha.",positivo
8257,não tenho do que reclamar sobre o hotel. a equipe corrigiu o problema e ainda explicou como evitar novamente. continuarei usando com certeza.,positivo
8258,"pesquisei bastante antes de escolher o serviço de limpeza. após comparar preço, qualidade e facilidade de uso, a experiência foi mto boa pq o aplicativo permaneceu estável e fácil de usar. minha avaliação é mto positiva.",positivo
8259,"depois de várias utilizações usando o mouse, os problemas ficaram evidentes: faltaram peças e não consegui concluir a instalação. precisa melhorar muito.",negativo
8260,"Não foi pefreito em todos os detalhes, porém os pontos positivos de a locadora de veículos pesaram muito mais. não houve cobrança inesperada e tudo funcionou como informado.",positivo
8261,"Depois de um mês usando o serviço de hospedagem, posso dizer que fiz uma ótima escolha: o serviço ficou pronto antes do prazo combinado. Recomendo sem receio.",positivo
8262,"Houve um pequeno atraso, mas isso não prejudicou minha avaliação de o serviço de garantia. não houve cobrança inesperada e tudo funcionou como informado. No geral, fiquei muito satisfeito.",positivo
8263,Nao tenho do que reclamar sobre o fone de ouvido. funciona com rapidez e sem apresentar falhas. Atendeu plenamente ao que eu precisava.,positivo
8264,Minha experiêcia com o transporte por aplicativo foi péssima. o aplicativo trava e impede a conclusão das operações. Não compraria novamente.,negativo
8265,"Depois de uma semana usando o curso on-line, posso dizer que fiz uma ótima escolha: o profissional foi pontual, educado e cuidadoso. Recomendo sem receio.",positivo
8266,"No começo o serviço de garantia pareceu funcionar bem, mas pouco depois o atendimento foi grosseiro e pouco interessado. Não recomendo.",negativo
8267,"nao foi perfeito em todos os detalhes, porém os pontos positivos de o fone de ouvido pesaram mto mais. a qualidade ficou acima do que eu esperava.",positivo
8268,"A propaganda sobre a panela eletrica e otima; a experiencia real, infelizmente, nao foi. a qualidade e bem inferior ao que aparece no anuncio.",negativo
8269,tudo certo com a assistência técnica. estou satisfeito.,positivo
8270,Não posso recomendar a locadora de veículos. esperei muito tempo e ninguém resolveu minha solicitação. Minha avaliação é negativa. 💔,negativo
8271,minha experiência com o capacete foi péssima. parou de funcionar depois de poucos dias. foi dinheiro jogado fora.,negativo
8272,"Analisei preço, qualidade e facilidade de uso antes de escolher o serviço de internet. Mesmo assim, a experiência foi ruim porque o aplicativo trava e impede a conclusão das operações. Precisa melhorar muito.",negativo
8273,"Houve um pequeno atraso, mas isso não prejudicou minha avaliação de o sistema de monitoramento. o processo foi simples, rápido e bem explicado. No geral, fiquei muito satisfeito.",positivo
8274,"Houve um pequeno atraso, mas isso não prejudicou minha avaliação de o site de compras. a equipe demonstrou atenção e conhecimento. No geral, fiquei muito satisfeito.",positivo
8275,"depois de um dia usando a plataforma de aulas, posso dizer que fiz uma ótima escolha: a experiência foi organizada do início ao fim. pode comprar sem medo.",positivo
8276,"Eu esperava uma experiêcia razoável com o aplicativo bancário, mas o resultado superou minhas expectativas. fui atendido rapidamente e resolveram tudo na primeira tentativa. Pode comprar sem medo.",positivo
8277,"Não foi perfetio em todos os detalhes, porém os pontos positivos de o notebook pesaram muito mais. o acabamento é muito bom e parece resistente.",positivo
8278,"No começo a panela elétrica pareceu funcionar bem, mas pouco depois o acabamento é frágil e começou a soltar. A experiência foi péssima.",negativo
8279,"Confesso que achei que a jaqueta seria ruim, mas me surpreendeu positivamente. os recursos são úteis e fáceis de configurar. Continuarei usando com certeza.",positivo
8280,Nao tenho do que reclamar sobre o SSD. a resposta aos comandos e rapida e precisa. Minha avaliacao e muito positiva.,positivo
8281,"Se alguém me perguntar sobre o jogo de tabuleiro, minha resposta será negativa. apresenta travamentos e falhas durante o uso. Não atendeu ao que foi prometido.",negativo
8282,Minha experiencia com o liquidificador foi excelente. a relacao entre preco e qualidade vale muito a pena. Minha avaliacao e muito positiva.,positivo
8283,"Eu esperava que a plataforma de aulas fosse excelente, mas acabou sendo uma grande decepção. as informações foram contraditórias e o prazo não foi cumprido. Solicitei a devolução.",negativo
8284,"Pesquisei bastante antes de escolher a oficina. Após comparar preço, qualidade e facilidade de uso, a experiência foi muito boa porque a experiência foi organizada do início ao fim. Recomendo sem receio.",positivo
8285,"Se alguém me perguntar sobre a televisão, minha resposta será negativa. chegou com defeito e apresentando marcas de uso. Não atendeu ao que foi prometido.",negativo
8286,Excelente experiência com o tênis.,positivo
8287,"Pesquisei bastante antes de escolher a televisão. Após comparar preço, qualidade e facilidade de uso, a experiência foi muito boa porque recebi antes do prazo e sem nenhuma avaria. rceomendo sem receio.",positivo
8288,minha experiência com o micro-ondas foi excelente. depois de vários dias de uso continua funcionando perfeitamente. foi uma ótima escolha.,positivo
8289,"Eu esperava uma experiência razoável com o livro, mas o resultado superou minhas expectativas. a qualidade ficou acima do que eu esperava. Continuarei usando com certeza.",positivo
8290,"Eu esperava que o ventilador fosse excelente, mas acabou sendo uma grande decepção. o desempenho é lento e instável. Não atendeu ao que foi prometido.",negativo
8291,"Não foi perfeito em todos os detalhes, porém os pontos positivos de o site de compras pesaram muito mais. o aplicativo permaneceu estável e fácil de usar. 😄",positivo
8292,"No começo o relógio pareceu funcionar bem, mas pouco depois o manual é confuso e a configuração não funciona. Não recomendo.",negativo
8293,Gostei muito da câmera; rceomendo.,positivo
8294,"depois de três dias usando o roteador, os problemas ficaram evidentes: veio em uma embalagem danificada e com o produto avariado. precisa melhorar muito.",negativo
8295,nao tenho do que reclamar sobre o serviço de delivery. nao houve cobrança inesperada e tudo funcionou como informado. foi uma ótima escolha.,positivo
8296,"estou realmente contente com o fone de ouvido. o material é firme, confortável e bem construído. foi exatamente o tipo de resultado que eu procurava.",positivo
8297,"Depois de várias utilizações usando a plataforma de aulas, os problemas ficaram evidentes: as informações foram contraditórias e o prazo não foi cumprido. Não compraria novamente.",negativo
8298,"Eu queria muito gostar de o sevriço de manutenção, porém o profissional chegou atrasado e deixou o serviço incompleto. Não vale o preço cobrado.",negativo
8299,"Eu esperava uma experiência razoável com a lâmpada inteligente, mas o resultado superou minhas expectativas. recebi antes do prazo e sem nenhuma avaria. Recomendo sem receio.",positivo
8300,estou arrependido de ter escolhido a oficina. as informações foram contraditórias e o prazo não foi cumprido. não era o resultado que eu esperava.,negativo
8301,"Eu queria muito gostar de o curso on-line, porém o atendimento foi grosseiro e pouco interessado. Fiquei muito decepcionado.",negativo
8302,"Pesquisei bastante antes de escolher o aplicativo de exercicios. Apos comparar preco, qualidade e facilidade de uso, a experiencia foi muito boa porque o processo foi simples, rapido e bem explicado. Fiquei muito satisfeito com o resultado.",positivo
8303,Minha experiêcia com o sensor de presença foi péssima. veio em uma embalagem danificada e com o produto avariado. A experiência foi péssima.,negativo
8304,"Depois de uma semana usando o serviço de manutenção, os problemas ficaram evidentes: a equipe me transferiu várias vezes sem apresentar solução. Não recomendo.",negativo
8305,"Eu esperava uma experiência razoável com o transporte por aplicativo, mas o resultado superou minhas expectativas. o profissional foi pontual, educado e cuidadoso. Minha avaliação é muito positiva.",positivo
8306,Não posso recomendar a geladeira. o desempenho é lento e instável. Não atendeu ao que foi prometido.,negativo
8307,minha experiência com o serviço de entrega foi péssima. a equipe me transferiu várias vezes sem apresentar solução. não vale o preço cobrado.,negativo
8308,"No começo o ventilador pareceu funcionar bem, mas pouco depois chegou com defeito e apresentando marcas de uso. Foi dinheiro jogado fora.",negativo
8309,Minha experiência com o serviço de limpeza foi péssima. o serviço ficou instável e pior do que estava antes. Foi dinheiro jogado fora.,negativo
8310,Minha experiencia com o livro foi pessima. chegou com defeito e apresentando marcas de uso. Precisa melhorar muito.,negativo
8311,"A propaganda sobre a mesa é ótima; a experiência real, infelizmente, não foi. apresenta travamentos e falhas durante o uso.",negativo
8312,"Eu esperava que o roteador fosse excelente, mas acabou sendo uma grande decepção. o material parece barato e pouco resistente. Solicitei a devolução.",negativo
8313,"Se alguém me perguntar sobre o teclado, minha resposta será positiva. recebi antes do prazo e sem nenhuma avaria. Foi uma ótima escolha. 😊",positivo
8314,"Se alguém me perguntar sobre o serviço de garantia, minha resposta será positiva. minha solicitação foi acompanhada até a solução definitiva. Recomendo sem receio.",positivo
8315,"Se alguém me perguntar sobre a mochila, minha resposta será positiva. chegou bem embalado e em perfeito estado. Fiquei muito satisfeito com o resultado.",positivo
8316,nao tenho do que reclamar sobre a televisão. recebi antes do prazo e sem nenhuma avaria. valeu cada centavo.,positivo
8317,"Se alguém me perguntar sobre o aplicativo de exercícios, minha resposta será positiva. a equipe deomnstrou atenção e conhecimento. Compraria novamente.",positivo
8318,"Analisei preço, qualdiade e facilidade de uso antes de escolher o notebook. Mesmo assim, a experiência foi ruim porque a qualidade é bem inferior ao que aparece no anúncio. Precisa melhorar muito.",negativo
8319,"Analisei preço, qualidade e facilidade de uso antes de escolher a operadora de celular. Mesmo assim, a experiêcia foi ruim porque houve cobrança inesperada e ninguém conseguiu explicar o motivo. Foi dinheiro jogado fora.",negativo
8320,A qualidade da plataforma de aulas e ruim.,negativo
8321,"se alguém me perguntar sobre a operadora de celular, minha resposta será negativa. o atendimento foi grosseiro e pouco interessado. foi dinheiro jogado fora.",negativo
8322,"Analisei preço, qualidade e facilidade de uso antes de escolher o restaurante. Mesmo assim, a experiência foi ruim porque o atendimento foi grosseiro e pouco interessado. Minha avaliação é negativa. ⚠️",negativo
8323,"A propaganda sobre a cadeira gamer é ótima; a experiêcia real, infelizmente, não foi. parou de funcionar depois de poucos dias.",negativo
8324,"Depois de um dia usando o teclado, os problemas ficaram evidentes: a qualidade é bem inferior ao que aparece no anúncio. Não recomendo.",negativo
8325,"A propaganda sobre o ventilador é ótima; a experiência real, infelizmente, não foi. produz ruídos estranhos e esquenta além do normal.",negativo
8326,"Confesso que achei que o restaurante seria ruim, mas me surpreendeu positivamente. a experiencia foi organizada do inicio ao fim. Minha avaliacao e muito positiva.",positivo
8327,"Eu queria muito gostar de o teclado, porém veio em uma embalagem danificada e com o produto avariado. Foi dinheiro jogado fora.",negativo
8328,"Depois de várias utilizações usando o teclado, os problemas ficaram evidentes: chegou com defeito e apersentando marcas de uso. Precisa melhorar muito.",negativo
8329,Não recomendo. A entrega demorou uma eternidade e o mouse não é como na foto.,negativo
8330,"Eu esperava uma experiência razoável com o notebook, mas o resultado superou minhas expectativas. veio com todos os acessórios e o manual estava claro. Foi uma ótima escolha.",positivo
8331,"Depois de um mês usando o ventilador, posso dizer que fiz uma ótima escolha: a relação entre preço e qualdiade vale muito a pena. Foi uma ótima escolha.",positivo
8332,"Depois de um dia usando a plataforma de streaming, posso dizer que fiz uma ótima escolha: o prcoesso foi simples, rápido e bem explicado. Compraria novamente.",positivo
8333,Me arrependi de escolher o módulo de alarme.,negativo
8334,"depois de alguns meses usando a impressora, os problemas ficaram evidentes: o acabamento é frágil e começou a soltar. minha avaliação é negativa.",negativo
8335,"Pesquisei bastante antes de escolher o aplicativo de exercícios. Após comparar preço, qualdiade e facilidade de uso, a experiência foi muito boa porque o suporte respondeu com precisão e sem transferências desnecessárias. Continuarei usando com certeza.",positivo
8336,Estou realmente contente com o capacete. a bateria dura bastante e carrega rapidamente. Foi exatamente o tipo de resultado que eu procurava. 😊,positivo
8337,"Eu esperava uma experiência razoável com o ventilador, mas o resultado superou minhas expectativas. o acabamento é muito bom e parece resistente. Continuarei usando com certeza.",positivo
8338,TUDO CERTO COM O SERVIÇO DE MANUTENÇÃO. ESTOU SATISFEITO.,positivo
8339,O custo-beneficio do sofa e otimo.,positivo
8340,o serviço de entrega apresentou defeito rapidamente.,negativo
8341,Não tenho do que reclamar sobre o atendimeto da loja. não houve cobrança inesperada e tudo funcionou como informado. A experiência mereceu cinco estrelas.,positivo
8342,"depois de alguns meses usando o serviço de entrega, os problemas ficaram evidentes: o suporte encerrou o atendimento antes de resolver o problema. precisa melhorar muito.",negativo
8343,Excelente experiência com o módulo de alarme.,positivo
8344,Estou muito feliz com a compra. O livro é incrível e chegou no prazo.,positivo
8345,"No começo o relógio pareceu funcionar bem, mas pouco depois a bateria descarrega muito rápido e demora para carregar. A experiêcia foi péssima.",negativo
8346,"confesso que achei que o serviço de manutenção seria ruim, mas me surpreendeu positivamente. o aplicativo permaneceu estável e fácil de usar. valeu cada centavo.",positivo
8347,"a propaganda sobre a operadora de celular é ótima; a experiência real, infelizmente, nao foi. o atendimento foi grosseiro e pouco interessado.",negativo
8348,"Não foi perfeito em todos os detalhes, porém os pontos positivos de o suporte técnico pesaram muito mais. não houve cobrança inesperada e tudo funcionou como informado.",positivo
8349,"Depois de três dias usando o aspirador, posso dizer que fiz uma ótima escolha: recebi antes do prazo e sem nenhuma avaria. Recomendo sem receio.",positivo
8350,"Eu queria muito gostar de o servçio de internet, porém a equipe me transferiu várias vezes sem apresentar solução. Precisa melhorar muito.",negativo
8351,"eu esperava que o curso on-line fosse excelente, mas acabou sendo uma grande decepção. a equipe me transferiu várias vezes sem apresentar solução. não atendeu ao que foi prometido.",negativo
8352,"confesso que achei que o serviço de internet seria ruim, mas me surpreendeu positivamente. a equipe corrigiu o problema e ainda explicou como evitar novamente. atendeu plenamente ao que eu precisava.",positivo
8353,"Confesso que achei que o serviço de delivery seria ruim, mas me surpreendeu positivamente. a experiência foi organizada do início ao fim. Atendeu plenamente ao que eu precisava.",positivo
8354,"No começo a cadeira gamer pareceu funcionar bem, mas pouco depois não corresponde às medidas nem às características anunciadas. Não recomendo.",negativo
8355,Nao tenho do que reclamar sobre o sofa. a bateria dura bastante e carrega rapidamente. Foi uma otima escolha.,positivo
8356,"Eu queria muito gostar de a televisão, porém produz ruídos estranhos e esquenta além do normal. Não rceomendo.",negativo
8357,"Eu queria muito gostar de a televisão, porém a qualidade é bem inferior ao que aparece no anúncio. Não compraria novamente.",negativo
8358,"Não foi perfeito em todos os detalhes, porém os pontos positivos de a parafusadeira pesaram muito mais. o desempenho se manteve estável durante o uso.",positivo
8359,Minha experiência com o roteador foi péssima. faltaram peças e não consegui concluir a instalação. Minha avaliação é negativa. 😡,negativo
8360,Minha experiência com a oficina foi péssima. o atendimento foi grosseiro e pouco interessado. Foi dinheiro jogado fora.,negativo
8361,"Houve um pequeno atraso, mas isso não prejudicou minha avaliação de a cadeira gamer. a bateria dura bastante e carrega rapidamente. No geral, fiquei muito satisfeito.",positivo
8362,"Analisei preço, qualidade e facilidade de uso antes de escolher a jaqueta. Mesmo assim, a experiência foi ruim porque veio em uma embalagem danificada e com o produto avariado. Solicitei a devolução.",negativo
8363,estou realmente contente com o sistema de monitoramento. o serviço ficou pronto antes do prazo combinado. foi exatamente o tipo de resultado que eu procurava.,positivo
8364,"No começo a plataforma de streaming pareceu funcionar bem, mas pouco depois as informações foram contraditórias e o prazo não foi cumprido. Solicitei a devolução.",negativo
8365,"no começo o tênis pareceu funcionar bem, mas pouco depois o manual é confuso e a configuração não funciona. não recomendo.",negativo
8366,Estou realmente contente com o módulo de vidro. a resposta aos comandos é rápida e precisa. Foi exatamente o tipo de resultado que eu procurava.,positivo
8367,"Pesquisei bastante antes de escolher a panela elétrica. Após comparar preço, qualidade e facilidade de uso, a experiência foi muito boa porque recebi antes do prazo e sem nenhuma avaria. Foi uma ótima escolha.",positivo
8368,"No começo o fone de ouvido pareceu funcionar bem, mas pouco depois a qualidade é bem inferior ao que aparece no anúncio. Não vale o preço cobrado.",negativo
8369,"CONFESSO QUE ACHEI QUE A PLATAFORMA DE AULAS SERIA RUIM, MAS ME SURPREENDEU POSITIVAMENTE. O SERVIÇO FICOU PRONTO ANTES DO PRAZO COMBINADO. COMPRARIA NOVAMENTE.",positivo
8370,"Se alguém me perguntar sobre o hotel, minha resposta será positiva. o aplicativo permaneceu estável e fácil de usar. Fiquei muito satisfeito com o resultado.",positivo
8371,estou realmente contente com a televisão. o acabamento é muito bom e parece resistente. foi exatamente o tipo de resultado que eu procurava.,positivo
8372,"Analisei preço, qualidade e facilidade de uso antes de escolher o serviço de entrega. Mesmo assim, a experiência foi ruim porque esperei muito tempo e ninguém resolveu minha solicitação. Solicitei a devolução. 😞",negativo
8373,"Depois de um dia usando o serviço de manutenção, os problemas ficaram evidentes: esperei muito tempo e ninguém resolveu minha solicitação. Fiquei muito decepcionado.",negativo
8374,Não posso recomendar o curso on-line. a experiência foi desorganizada e cheia de etapas desnecessárias. Precisa melhorar muito.,negativo
8375,"No começo o suporte técnico pareceu funcionar bem, mas pouco depois precisei repetir a mesma informação para várias pessoas. Minha avaliação é negativa.",negativo
8376,"Se alguém me perguntar sobre o colchão, minha resposta será positiva. depois de vários dias de uso continua funcionando perfeitamente. Compraria novamente.",positivo
